,時間,本文
1109,2023-01-20 23:17:38+09:00,"パイレーツオブカリビアン人生で
初めてみたけどばかおもろいやんけ
なんでこんなおもろいのみてなかった自分"
1110,2023-01-20 23:17:38+09:00,安定のEDカット　#金曜ロードショー #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン
1111,2023-01-20 23:17:38+09:00,パイレーツオブカリビアン1作目久々に見るとジョニデの目が描かれてるみたいだな
1112,2023-01-20 23:17:37+09:00,パイレーツオブカリビアン観てしまった🏴‍☠️
1113,2023-01-20 23:17:36+09:00,"bring me the horizon☠️🇬🇧

#パイレーツオブカリビアン
#金曜ロードショー"
1114,2023-01-20 23:17:36+09:00,パイレーツオブカリビアン面白かった
1115,2023-01-20 23:17:32+09:00,"ぼくの彼氏、きょうなした？？？ってぐらい寝てるんだけど大丈夫なんですかね

それよりもパイレーツオブカリビアン久々にみたけどおもしろかった😌"
1116,2023-01-20 23:17:32+09:00,パイレーツオブカリビアン見たこともないけど僕出てるな（撮影時の記憶ない）
1117,2023-01-20 23:17:31+09:00,パイレーツオブカリビアンまた地上波で観れて嬉しかった〜！
1118,2023-01-20 23:17:31+09:00,やっぱりパイレーツオブカリビアンは最高だな
1119,2023-01-20 23:17:31+09:00,"エリザベスの本気の「ハァ？？？」って表情好き

#パイレーツオブカリビアン https://t.co/vYZ5ztK9Xo"
1120,2023-01-20 23:17:30+09:00,"提督は余裕こいてるけど落ちぶれてベケット卿の手下になるやん

#パイレーツオブカリビアン
#金曜ロードショー"
1121,2023-01-20 23:17:30+09:00,パイレーツオブカリビアン面白いね～！なんで見てなかったんだろ！？
1122,2023-01-20 23:17:30+09:00,金曜日:パイレーツオブカリビアンのラストシーンで強めの腹痛に襲われラストシーンを見逃す←NEW‼️ https://t.co/MFRFaoTsBZ
1123,2023-01-20 23:17:30+09:00,パイレーツオブカリビアンおもしろすぎ
1124,2023-01-20 23:17:29+09:00,"RT @eigatrivia: #毎日映画トリビア
『パイレーツ・オブ・カリビアン/呪われた海賊たち』(2003)

海賊ファンタジーアクション第1作目。監督ゴア・ヴァービンスキー、出演ジョニー・デップ、オーランド・ブルーム他

#映画トリビア
#映画好きと繋がりたい
#パイレ…"
1125,2023-01-20 23:17:29+09:00,パイレーツオブカリビアン？見てない、ずっとお前を見てた。
1126,2023-01-20 23:17:29+09:00,パイレーツオブカリビアン初めてみたんだけどめちゃくちゃ良いな、、、
1127,2023-01-20 23:17:28+09:00,日本語吹き替え版、悪くなかったです！ #パイレーツオブカリビアン
1128,2023-01-20 23:17:27+09:00,"面白かったー
#パイレーツオブカリビアン"
1129,2023-01-20 23:17:27+09:00,#パイレーツ・オブ・カリビアン #パイレーツオブカリビアン #PiratesOfTheCaribbean #TheCurseOfTheBlackPearl #金曜ロードショー https://t.co/Yj1gB9n4i7
1130,2023-01-20 23:17:26+09:00,#パイレーツオブカリビアン　おお　来週もやるのか
1131,2023-01-20 23:17:25+09:00,パイレーツオブカリビアン見ながら作りよったけど全然進まんかった。久しぶりに見たらおもしろかった。 https://t.co/jJLBW1N35M
1132,2023-01-20 23:17:25+09:00,"パイレーツ面白かったー✨
全作品のセットAmazonであったよ😆
👇♥

【パイレーツ・オブ・カリビアン 4K UHD 5ムービー・コレクション】
✅https://t.co/vlhaiRPqMi

1つ見ると次々見たくなっちゃう😍
ジョニーデップもオーランドブルームも美しすぎる♥♥
#パイレーツオブカリビアン 
#金ロー"
1133,2023-01-20 23:17:24+09:00,"いやこっからのエンドロールの入り方がかっこええのにぃ.....
#パイレーツオブカリビアン
#金曜ロードショー"
1134,2023-01-20 23:17:23+09:00,パイレーツオブカリビアンほんま面白い、きれい
1135,2023-01-20 23:17:23+09:00,"#パイレーツオブカリビアン

来週もジャックだ！！見るぞ"
1136,2023-01-20 23:17:23+09:00,"RT @fuji_gitsune: #金曜ロードショー
#パイレーツオブカリビアン
初めて見た時 5度見位した中の人 https://t.co/u0PXaFvpdD"
1137,2023-01-20 23:17:22+09:00,"めっちゃキモい敵来週か
#金曜ロードショー #金ロー #金曜ロードSHOW #パイレーツ・オブ・カリビアン #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン呪われた海賊たち"
1138,2023-01-20 23:17:21+09:00,"エンドロール後のシーンはやらないんだ〜🙀
#パイレーツオブカリビアン"
1139,2023-01-20 23:17:20+09:00,パイレーツオブカリビアン面白かったーー！
1140,2023-01-20 23:17:20+09:00,"RT @disneystudiojp: #パイレーツオブカリビアン
🌊3週連続放送🌊
日本テレビ系 #金曜ロードショー よる9時～

1/20『パイレーツ・オブ・カリビアン／呪われた海賊たち』
1/27『パイレーツ・オブ・カリビアン／デッドマンズ・チェスト』
2/3『パイレーツ…"
1141,2023-01-20 23:17:20+09:00,ガラケー時代にディズニーが出してたパイレーツオブカリビアンのゲームずっとやってた
1142,2023-01-20 23:17:20+09:00,パイレーツオブカリビアンはやっぱ1が一番海賊の映画って感じがして良いな
1143,2023-01-20 23:17:19+09:00,"パイレーツオブカリビアン
まじで面白いーー!!!"
1144,2023-01-20 23:17:19+09:00,「Yo-Ho-!」カットすんな！　#パイレーツオブカリビアン
1145,2023-01-20 23:17:18+09:00,"#金曜ロードショー 
 #パイレーツオブカリビアン 

面白かった!!
(･ω･)ﾉｼ"
1146,2023-01-20 23:17:17+09:00,パイレーツオブカリビアンの終わり方好き
1147,2023-01-20 23:17:17+09:00,パイレーツオブカリビアンめっちゃおもろいしあの時代でこのCGすごない？
1148,2023-01-20 23:17:16+09:00,パイレーツオブカリビアン見てるといっつも藤田貴美さんの「CAPTAIN RED」思い出すんだよなあ…
1149,2023-01-20 23:17:15+09:00,"随所にアトラクションネタが散りばめられているの本当に最高だし笑いどころも多いからカリブの海賊ライド後の甥っ子に見せてあげたい映画✨YO-HO！
 #パイレーツオブカリビアン"
1150,2023-01-20 23:17:15+09:00,"パイレーツオブカリビアン🏴‍☠️
今観ても面白いんだけど。"
1151,2023-01-20 23:17:14+09:00,パイレーツオブカリビアン面白かったー!!
1152,2023-01-20 23:17:14+09:00,"やっぱパイレーツオブカリビアン何回見ても面白いな
あと、オーランド・ブルームさんかっこいいな"
1153,2023-01-20 23:17:14+09:00,"#パイレーツオブカリビアン
のジャック・スパロウのバンダナ、実はアディダス製です。実は今日の放送で何回かタグが飛び出てたそうです。 https://t.co/5gr8vPJc2S"
1154,2023-01-20 23:17:13+09:00,"パイレーツオブカリビアン初めて見た
ぶーやんみと、postmanさつきさんみを感じた魅力的"
1155,2023-01-20 23:17:12+09:00,パイレーツオブカリビアンってマジで天才映画だと思うんですよね（あたりまえ体操）
1156,2023-01-20 23:17:11+09:00,オーランドブルームが出演してるパイレーツオブカリビアンやってるやんけ
1157,2023-01-20 23:17:11+09:00,"@a1997ik 女の子とのディズニーデートに長いこと飢えてるおじで良いようなら😅
予定を合わせてご一緒させてもらいたいなと😆
テレビでやってるパイレーツオブカリビアン見ながら失礼してますww"
1158,2023-01-20 23:17:10+09:00,曲のカット速すぎて｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡ #パイレーツオブカリビアン
1159,2023-01-20 23:17:10+09:00,"この舵を触る手つき最高にセクシーです🤯
#パイレーツオブカリビアン"
1160,2023-01-20 23:17:09+09:00,パイレーツオブカリビアンの影響で猛烈にディズニーランドに行きたくなっている
1161,2023-01-20 23:17:08+09:00,"カットしかたない…、
うん。
#パイレーツオブカリビアン"
1162,2023-01-20 23:17:07+09:00,"酒を飲みほせー！

#パイレーツオブカリビアン
#呪われた海賊たち
#金ロー
#金曜ロードショー
#パイレーツ・オブ・カリビアン"
1163,2023-01-20 23:17:07+09:00,"RT @roenskull: 戦火の中海賊船上で結婚式を執り行う２人にノリノリで立ち合い人になってくれるバルボッサ大好き
#パイレーツオブカリビアン https://t.co/MuoMT1R010"
1164,2023-01-20 23:17:05+09:00,"酒を飲み干せ〜🥃

#パイレーツオブカリビアン"
1165,2023-01-20 23:17:05+09:00,パイレーツオブカリビアンは１、４だけで良いね悲しいから←
1166,2023-01-20 23:17:03+09:00,パイレーツオブカリビアン。1作目の主要キャラはみんな死んでほしくなかったね。
1167,2023-01-20 23:17:03+09:00,"思ったんだがあれはただの心得だ( ﾟ∀ﾟ)
#パイレーツ・オブ・カリビアン 
#パイレーツオブカリビアン"
1168,2023-01-20 23:17:02+09:00,"やっぱ超いい　パイレーツオブカリビアン1  
ときめきと浪漫の全てがある……"
1169,2023-01-20 23:16:58+09:00,パイレーツオブカリビアン1、途中の描写がすべて最後に活かされてて丁寧だし、すごく爽やかな終わりかたで、完成された映画なんだよね。
1170,2023-01-20 23:16:58+09:00,"おいおい音楽最後まで流せ！
 #パイレーツオブカリビアン"
1171,2023-01-20 23:16:57+09:00,"TVの中のパイレーツオブカリビアン「いいのか？彼は加治職人だぞ？」
TVの中のパイレーツオブカリビアンのキーラナイトレイ「……いいえ、海賊よ」

かわうそ🦦「より悪いじゃねーか！」"
1172,2023-01-20 23:16:57+09:00,"#毎日映画トリビア
『パイレーツ・オブ・カリビアン/呪われた海賊たち』(2003)

トリビアさいご

#映画トリビア
#映画好きと繋がりたい
#パイレーツオブカリビアン 
#金曜ロードショー https://t.co/9HtqWLoKDq"
1173,2023-01-20 23:16:56+09:00,"#毎日映画トリビア
『パイレーツ・オブ・カリビアン/呪われた海賊たち』(2003)

トリビアにこめ

#映画トリビア
#映画好きと繋がりたい
#パイレーツオブカリビアン 
#金曜ロードショー

↓続く https://t.co/yq4SWMVEc7"
1174,2023-01-20 23:16:55+09:00,"#パイレーツオブカリビアン
←2003年、17歳のキーラ・ナイトレイ
→2023年、37歳のキーラ・ナイトレイ https://t.co/4usEpl4ctf"
1175,2023-01-20 23:16:55+09:00,"#毎日映画トリビア
『パイレーツ・オブ・カリビアン/呪われた海賊たち』(2003)

海賊ファンタジーアクション第1作目。監督ゴア・ヴァービンスキー、出演ジョニー・デップ、オーランド・ブルーム他

#映画トリビア
#映画好きと繋がりたい
#パイレーツオブカリビアン 
#金曜ロードショー

↓続く https://t.co/4qPFXfUgkf"
1176,2023-01-20 23:16:52+09:00,パイレーツオブカリビアン面白かった！
1177,2023-01-20 23:16:51+09:00,"""さあ、水平線まで連れてけ"" #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #呪われた海賊たち #金曜ロードショー"
1178,2023-01-20 23:16:48+09:00,パイレーツオブカリビアン、貴族勢は本当に清潔な感じだし、家事職人はイケメンだけど清潔感はあまりないし、ジャック・スパロウはなんならちょっと臭いそうなレベルなのすごいなぁ。
1179,2023-01-20 23:16:48+09:00,"ブラック・パールの船長であることに誇りあるもんなあ。にしてもここのスパロウかっこよ

#パイレーツオブカリビアン 
#金曜ロードショー"
1180,2023-01-20 23:16:48+09:00,ジャック、捕まってるじゃん。絞首刑にかかる直前で助けてもらった。ジャックは逃げたし、ターナーは恋が実った。よかったね。＃パイレーツオブカリビアン
1181,2023-01-20 23:16:46+09:00,"パイレーツオブカリビアン🏴‍☠️
このワクワク感たまらん。でも日本語吹き替えは変な感じ。
ムッスメー8時に寝たからゆっくり見れたー。"
1182,2023-01-20 23:16:45+09:00,"RT @kaiyodo_PR: 【特報】
『キャプテン・ジャックスパロウ』、#リボルテック で蘇る！

海洋堂のアクションフィギュアブランド”リボルテック”に「#ジャックスパロウ」が再び登場！
詳細は近日発表！

#パイレーツオブカリビアン
#ディズニー https://t.c…"
1183,2023-01-20 23:16:44+09:00,"あ？2003年の作品？20年前の僕何してたの？？
パイレーツオブカリビアンはちゃめちゃに面白いじゃん"
1184,2023-01-20 23:16:44+09:00,パイレーツオブカリビアン久しぶりにみてるけど面白い〜
1185,2023-01-20 23:16:42+09:00,エリザベス：「He's a Pirate」#パイレーツオブカリビアン
1186,2023-01-20 23:16:41+09:00,オーランド・ブルームかっこよ。（パイレーツオブカリビアンちょっと観てた
1187,2023-01-20 23:16:41+09:00,"RT @the_river_jp: 『パイレーツ・オブ・カリビアン』テーマ曲はジャック・スパロウの頭の中で流れているものという解釈、作曲家ハンス・ジマーが語る🏴‍☠️
https://t.co/Q6tJ3mhShn

#パイレーツ・オブ・カリビアン #パイレーツオブカリビアン…"
1188,2023-01-20 23:16:40+09:00,RT @miya3555: パイレーツオブカリビアンの好きなところは誰かが言った台詞を後で違う誰かが使うこと　同じ言葉なのに意味が違ったりして面白いよね　舞台でもそういう脚本大好き
1189,2023-01-20 23:16:39+09:00,"酒を飲み干せ！！

 #パイレーツオブカリビアン #呪われた海賊たち"
1190,2023-01-20 23:16:39+09:00,"RT @fuji_gitsune: #金曜ロードショー
#パイレーツオブカリビアン
初めて見た時 5度見位した中の人 https://t.co/u0PXaFvpdD"
1191,2023-01-20 23:16:39+09:00,"バルボッサ、
胸元のお肌ツルツルだったな🤣

 #パイレーツオブカリビアン"
1192,2023-01-20 23:16:35+09:00,パイレーツオブカリビアンて幼少のときに観ただけな気がするからほぼ覚えてない
1193,2023-01-20 23:16:33+09:00,"RT @fuji_gitsune: #金曜ロードショー
#パイレーツオブカリビアン
初めて見た時 5度見位した中の人 https://t.co/u0PXaFvpdD"
1194,2023-01-20 23:16:31+09:00,"RT @sayjoy_enjoy: ウィル・ターナー役のオーランド・ブルームは「ロード・オブ・ザ・リング」のレゴラスも演じている

#パイレーツオブカリビアン
#金曜ロードショー https://t.co/h3umvePSZc"
1195,2023-01-20 23:16:31+09:00,パイレーツオブカリビアンで1番カッコいいのはエリザベスの元フィアンセだと思うんだよな…。
1196,2023-01-20 23:16:28+09:00,パイレーツオブカリビアン、一作目はDVDで死ぬほど見てるがこれはジャック・スパロウを愛でる映画だよ
1197,2023-01-20 23:16:28+09:00,"やっぱり、パイレーツオブカリビアン
おもしろいわ～☺"
1198,2023-01-20 23:16:28+09:00,"RT @sayjoy_enjoy: バルボッサ役のジェフリー・ラッシュ主演でおすすめなのが「鑑定士と顔のない依頼人」。これはかなり衝撃的で最後まで目が離せなかった作品

#パイレーツオブカリビアン
#金曜ロードショー https://t.co/0c7PEzHM1D"
1199,2023-01-20 23:16:27+09:00,結局パイレーツオブカリビアン全部見てもうたwwwww
1200,2023-01-20 23:16:26+09:00,"かっこいい姐さん
#金曜ロードショー #金ロー #金曜ロードSHOW #パイレーツ・オブ・カリビアン #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン呪われた海賊たち"
1201,2023-01-20 23:16:24+09:00,パイレーツオブカリビアン！テレビにやっているとついみてしまう。
1202,2023-01-20 23:16:20+09:00,"RT @TvTv20944202: 久しぶりに上手くかけたなぁと思うモノが出来ました

#ジャックスパロウ
#パイレーツオブカリビアン
#金曜ロードショー

https://t.co/7afxFQZJAH https://t.co/EvKC1vfz4j"
1203,2023-01-20 23:16:17+09:00,"残念ながら2人が幸せな結婚生活を送るのはまだまだ先の話…
#パイレーツオブカリビアン 
#呪われた海賊たち
#最後の海賊"
1204,2023-01-20 23:16:15+09:00,パイレーツオブカリビアン、Blu-ray持ってるんだけどたまに見返す度にメニューでガイドする海賊の話が長ぇな…ってなるしライオンキングでもそうなるからネズミ帝国あるあるなんかもしれん
1205,2023-01-20 23:16:15+09:00,パイレーツオブカリビアンが20年前って事に驚きを隠せません
1206,2023-01-20 23:16:14+09:00,はー、パイレーツオブカリビアン面白かったな
1207,2023-01-20 23:16:13+09:00,"RT @takitsu3291017: ずっと前から思ってたのですが、、オーランドブルームさんがタッキーにしか見えない💓
ロードオブザリングのレゴラスは激似でした✨
#滝沢秀明
#パイレーツオブカリビアン
#オーランド・ブルーム 
#ロードオブザリング https://t.co…"
1208,2023-01-20 23:16:11+09:00,"ようやくブラックパールを取り返したジャックですが、このあとのシリーズ作品中で再びブラックパールの船長としてラストを飾るまでには実に4作品14年の歳月を要したのである…
#パイレーツオブカリビアン https://t.co/z5xsfz3ngR"
1209,2023-01-20 23:16:11+09:00,"#パイレーツオブカリビアン
みんな理解ありすぎるだろ😂
ノリントン、えらい"
1210,2023-01-20 23:16:10+09:00,5000兆年ぶりにパイレーツオブカリビアンみた。私に義眼という性癖を植え付けた作品()
1211,2023-01-20 23:16:08+09:00,@F3K58ED8VLWdMSC パイレーツオブカリビアンのキャプテンみたい
1212,2023-01-20 23:16:07+09:00,"パイレーツオブカリビアン見たらゲームする
ぶいちゃは多分行かない"
1213,2023-01-20 23:16:07+09:00,"ごくまれに、良い海賊もいる。
例えば麦わら帽子かぶった海賊とか。
「おわかり？」って煽ってくる海賊も。

#パイレーツオブカリビアン
#呪われた海賊たち
#金ロー
#金曜ロードショー
#パイレーツ・オブ・カリビアン"
1214,2023-01-20 23:16:05+09:00,パイレーツオブカリビアン、最後御伽話らしく終わるんだなあ。
1215,2023-01-20 23:16:05+09:00,"お父上www
 #パイレーツオブカリビアン"
1216,2023-01-20 23:16:04+09:00,パイレーツオブカリビアンのオタクなのでカットシーンが多すぎてブチギレてる
1217,2023-01-20 23:16:03+09:00,すぐキスするよなあ。メリケン映画って　#パイレーツオブカリビアン
1218,2023-01-20 23:16:02+09:00,"あっ今日パイレーツオブカリビアンだったの……知らなかった〜！
録りたかったなぁ"
1219,2023-01-20 23:16:01+09:00,"この作品だけで完結でもスッキリやな
#パイレーツオブカリビアン"
1220,2023-01-20 23:15:59+09:00,"ジョニーもオーランドもイケメン過ぎて震える

 #パイレーツオブカリビアン"
1221,2023-01-20 23:15:59+09:00,"総督の考え方がいちばんいいんだよ。
正義か悪かなんてその時々で変わる。

 #パイレーツオブカリビアン"
1222,2023-01-20 23:15:59+09:00,"やっぱり名作だわ💯💯💯
#金曜ロードショー
#パイレーツオブカリビアン"
1223,2023-01-20 23:15:57+09:00,パイレーツオブカリビアン何回やっとるねん
1224,2023-01-20 23:15:56+09:00,話の分かる提督だぜ…　#金曜ロードショー #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン
1225,2023-01-20 23:15:54+09:00,パイレーツオブカリビアン、久々に見たけど面白かった。
1226,2023-01-20 23:15:54+09:00,"パイレーツオブカリビアン🏴‍☠️
この曲聞くだけで懐かしくなるわ〜
もう何年前❓❓"
1227,2023-01-20 23:15:53+09:00,"見よ！ ディズニー史上トップレベルのキスシーンを…！
#パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #呪われた海賊たち #金曜ロードショー https://t.co/xS34RqIC5u"
1228,2023-01-20 23:15:52+09:00,"父振り返るなｗｗｗｗｗｗｗｗｗ
 #パイレーツオブカリビアン"
1229,2023-01-20 23:15:52+09:00,パイレーツオブカリビアンの見どころはオーランド・ブルームだと思うけどウィル・ターナーよりロード・オブ・ザ・リングのレゴラスが好き(*´Д`*)あれほど美しいエルフを見せてくれてありがとう https://t.co/zf9MQcQLMB
1230,2023-01-20 23:15:51+09:00,久々に見たけどパイレーツオブカリビアン良いな！
1231,2023-01-20 23:15:51+09:00,パイレーツオブカリビアンはショー
1232,2023-01-20 23:15:51+09:00,パイレーツオブカリビアン、1で終わってれば不朽の名作だった。 https://t.co/8aoMhI4kia
1233,2023-01-20 23:15:50+09:00,"ブラックパールが美しすぎる
黒テカリ具合や船のフォルム、細かな装飾までたまらない…
住みたい…
#パイレーツオブカリビアン https://t.co/pWnLlGzLUC"
1234,2023-01-20 23:15:50+09:00,"金曜ロードショーの
パイレーツ・オブ・カリビアン/呪われた海賊たち
ジョニー・デップ最高💞

何度見ても飽きないからこれ買っちゃおうかな
Amazon▶️https://t.co/C10bpfRSvT

４Kで５作品セット
しかも22％引き（2023.1.20現在）
子どもたちと一緒に見るにはいいかもね"
1235,2023-01-20 23:15:49+09:00,パイレーツオブカリビアン生命の泉以外全部好き
1236,2023-01-20 23:15:47+09:00,やっぱりパイレーツオブカリビアンは1作目が1番好き
1237,2023-01-20 23:15:45+09:00,パイレーツオブカリビアン、地上波やってたんか。久しぶりやなー
1238,2023-01-20 23:15:44+09:00,"超粋なやつらばっかだぜ
 #パイレーツオブカリビアン"
1239,2023-01-20 23:15:44+09:00,パイレーツオブカリビアン途中からやけど初めて見た！！ターナーめっちゃカッコいいねんけど！！
1240,2023-01-20 23:15:42+09:00,パイレーツオブカリビアンのタコ船長が好きで2は全く記憶が無い
1241,2023-01-20 23:15:40+09:00,"ノリントン良い奴だな
 #パイレーツオブカリビアン"
1242,2023-01-20 23:15:38+09:00,パイレーツオブカリビアン初めてちゃんと観たけど、人気作なだけあって面白い！そしてオーランドブルームかっこいい！
1243,2023-01-20 23:15:37+09:00,"彼は、
鍛冶職人だぞ。

いいえ。
海賊よ。
＃パイレーツ・オブ・カリビアン #呪われた海賊たち #パイレーツオブカリビアン"
1244,2023-01-20 23:15:35+09:00,"ノリントン…

#パイレーツオブカリビアン"
1245,2023-01-20 23:15:35+09:00,"RT @fuji_gitsune: #金曜ロードショー
#パイレーツオブカリビアン
初めて見た時 5度見位した中の人 https://t.co/u0PXaFvpdD"
1246,2023-01-20 23:15:31+09:00,考えてたらパイレーツオブカリビアンが終わってしまう…ラスト録画見直そう
1247,2023-01-20 23:15:31+09:00,"RT @roenskull: 戦火の中海賊船上で結婚式を執り行う２人にノリノリで立ち合い人になってくれるバルボッサ大好き
#パイレーツオブカリビアン https://t.co/MuoMT1R010"
1248,2023-01-20 23:15:30+09:00,"#パイレーツオブカリビアン
キスシーンだ❣️わぁーw"
1249,2023-01-20 23:15:29+09:00,"RT @HARUMAKImusic: 若い頃のオーランド・ブルームの顔の良さは半端じゃねえぜ
これ以上整った顔見たことない
#パイレーツオブカリビアン https://t.co/qU1yd3MMUO"
1250,2023-01-20 23:15:29+09:00,"いいえ❗️海賊よ( ﾟ∀ﾟ)・・・(´∀｀*)ε｀　)
#パイレーツ・オブ・カリビアン
#パイレーツオブカリビアン"
1251,2023-01-20 23:15:28+09:00,"いや〜こう言う映画で上流階級の人間が地位かさに来て威張り腐ってるだけの無能じゃないのほんと珍しいよな

#パイレーツオブカリビアン 
#金曜ロードショー"
1252,2023-01-20 23:15:28+09:00,パイレーツオブカリビアン、ちゅーしたところまでみて満足したのでマルチ参ります
1253,2023-01-20 23:15:26+09:00,"やっぱりパイレーツオブカリビアンは1作目が最高に面白い❗
#金曜ロードショー 
#パイレーツ・オブ・カリビアン https://t.co/qXlLYyH5bH"
1254,2023-01-20 23:15:24+09:00,っぱパイレーツオブカリビアンは呪われた海賊よなあ！
1255,2023-01-20 23:15:23+09:00,"RT @PhantomGoldSlug: 大人になって改めて分かるんだよなーーノリントン提督マジで真っ当ないい人だって
 #パイレーツオブカリビアン"
1256,2023-01-20 23:15:22+09:00,パイレーツオブカリビアンの全てが好き
1257,2023-01-20 23:15:21+09:00,"閣下も心が広いぜ。
#パイレーツオブカリビアン #パイレーツ・オブ・カリビアン #呪われた海賊たち #金曜ロードショー"
1258,2023-01-20 23:15:21+09:00,"あー、キスするぞー
#パイレーツオブカリビアン #commando"
1259,2023-01-20 23:15:20+09:00,"閣下もかっこいいよおおお
#パイレーツオブカリビアン"
1260,2023-01-20 23:15:19+09:00,"ノリントンってべゲットと違って普通にいい人よな
#パイレーツオブカリビアン"
1261,2023-01-20 23:15:19+09:00,"オーリーWill Turner様かっこよすぎるーーーーーーーーーーーむり
泣

#パイレーツ・オブ・カリビアン 
#パイレーツオブカリビアン
＃金ロー"
1262,2023-01-20 23:15:18+09:00,この頃はジョニー・デップにﾊﾏりまくってたな～。#ﾊﾟｲﾚｰﾂｵﾌﾞｶﾘﾋﾞｱﾝ
1263,2023-01-20 23:15:12+09:00,とても良い当て馬ムーブだったぞノリントンさん　#パイレーツオブカリビアン
1264,2023-01-20 23:15:12+09:00,パイレーツオブカリビアン超おもしろいじゃん
1265,2023-01-20 23:15:10+09:00,ノリントン提督本当いい人なんだよ。2でもね #パイレーツオブカリビアン #パイレーツ・オブ・カリビアン
1266,2023-01-20 23:15:10+09:00,パイレーツオブカリビアンやってたのかーｯ‼︎
1267,2023-01-20 23:15:01+09:00,"何度目かの #パイレーツオブカリビアン を📺で見た後は‥‥
 #TSUKEMEN CINEMAS に流れ込もうかな🎶🎻🎹🎻🎶　
一緒にラ・ラ・カノンもゴジラヴェルも聴きたい‼︎

音楽だけじゃなく、今年は #映画 もたくさん観よう。お勧め情報にアンテナ📡を張ります😊✨"
1268,2023-01-20 23:14:59+09:00,ノリントン… #パイレーツオブカリビアン
1269,2023-01-20 23:14:58+09:00,パイレーツオブカリビアンといえば、と思ったけどもう10年くらい前なのか…。https://t.co/xdZNgWzpvx
1270,2023-01-20 23:14:57+09:00,パイレーツオブカリビアン、おもしろすぎるぞ……流石に……
1271,2023-01-20 23:14:57+09:00,ノリントン提督切ねえ｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡ これからの未来も含めて｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡ #パイレーツオブカリビアン
1272,2023-01-20 23:14:55+09:00,"#パイレーツオブカリビアン
なんだかんだでノリントン提督も可哀想よな"
1273,2023-01-20 23:14:54+09:00,やっぱりパイレーツオブカリビアンは面白いですねぇ
1274,2023-01-20 23:14:53+09:00,提督〜〜〜！！！　#パイレーツオブカリビアン
1275,2023-01-20 23:14:48+09:00,パイレーツオブカリビアン見てるけど舞浜の夏が恋しすぎて泣きそう 年パが帰ってきても体力とガッツがあればちゃんと見れてた時代はもう絶対帰ってこないし
1276,2023-01-20 23:14:47+09:00,"え？見逃す理由がわからん？
なんで追わんの兵隊は？
#パイレーツオブカリビアン"
1277,2023-01-20 23:14:46+09:00,パイレーツオブカリビアンはマジで大好きすぎて無限に観ちゃう、特に一作目が大好きでな…
1278,2023-01-20 23:14:46+09:00,"この一作で終わっていれば…とは思うが、個人的には続編も大好きなので複雑なところ
 #パイレーツオブカリビアン"
1279,2023-01-20 23:14:45+09:00,パイレーツオブカリビアン懐かしいな、1しかちゃんと観たことないけど
1280,2023-01-20 23:14:44+09:00,"閣下。最後に男を見せるね。
やりよる。カッコいい。

#パイレーツオブカリビアン
#呪われた海賊たち
#金ロー
#金曜ロードショー
#パイレーツ・オブ・カリビアン"
1281,2023-01-20 23:14:43+09:00,"RT @disneystudiojp: 今夜（1/20）よる9時
日本テレビ系 #金曜ロードショー
にて放送📺

3週連続放送＜第1弾＞
『#パイレーツオブカリビアン
                          　／呪われた海賊たち』

魔の海を舞台に、運命が熱く交差す…"
1282,2023-01-20 23:14:43+09:00,"パイレーツオブカリビアンのトレンド、話題数
ジブリ作品のトレンドに比べて少な🤣
ジブリに比べたらザコ🤣
シリーズ多いわりにザコ
#金曜ロードショー  #金ロー #パイレーツ・オブ・カリビアン"
1283,2023-01-20 23:14:42+09:00,"RT @kaiyodo_PR: 【特報】
『キャプテン・ジャックスパロウ』、#リボルテック で蘇る！

海洋堂のアクションフィギュアブランド”リボルテック”に「#ジャックスパロウ」が再び登場！
詳細は近日発表！

#パイレーツオブカリビアン
#ディズニー https://t.c…"
1284,2023-01-20 23:14:40+09:00,"言葉をはなむけに
#パイレーツオブカリビアン"
1285,2023-01-20 23:14:35+09:00,"RT @U3yoshinani: ここにきて最初の投擲が伏線！！
やっば！！！

#パイレーツオブカリビアン
#呪われた海賊たち
#金ロー
#金曜ロードショー
#パイレーツ・オブ・カリビアン"
1286,2023-01-20 23:14:34+09:00,"ノリントンって結構人情的な面があるけど、それに比べてベケットは容赦ないよなー
 #パイレーツオブカリビアン"
1287,2023-01-20 23:14:32+09:00,"RT @12_Popo_36: ディズニーのアトラクション「カリブの海賊」からの映画「パイレーツ・オブ・カリビアン」なので、劇中に登場する死の島は元であるアトラクションをイメージして作られてるの好き
#パイレーツオブカリビアン 
#金曜ロードショー https://t.co/v…"
1288,2023-01-20 23:14:32+09:00,パイレーツオブカリビアン5の存在で全てを許す気持ちになってるので、3のラストのことも受け入れられる…と思ってるんだけど（最終的に幸せになるのなら……いいよ………）でもやっぱ1のラストが一番好きだなぁ
1289,2023-01-20 23:14:32+09:00,"結婚するならノリントン提督のような男と
 #パイレーツオブカリビアン"
